antecedent,consequent,support,confidence,lift,leverage,conviction,zhangs_metric,rule_rank,lift_tier
SMALL MARSHMALLOWS PINK BOWL,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.012675717890183827,0.7785977859778598,37.67598472496353,0.012339277635663152,4.423326925387481,0.9895682500633118,22,Muy Alto (>5)
FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION BUTTERFLY,0.0114141535504025,0.6188925081433225,37.462126147468176,0.011109468399712677,2.5805829998428824,0.9915942159701844,23,Muy Alto (>5)
FELTCRAFT CUSHION BUTTERFLY,FELTCRAFT CUSHION RABBIT,0.0114141535504025,0.690909090909091,37.46212614746817,0.011109468399712677,3.175626011548439,0.9896559706027025,24,Muy Alto (>5)
BLUE STRIPE CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB,0.011053706596179262,0.5878594249201279,34.82387184064216,0.010736289088822177,2.3853974276940617,0.9898974202667846,25,Muy Alto (>5)
RED STRIPE CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.011053706596179262,0.6548042704626333,34.823871840642155,0.010736289088822177,2.842435754356019,0.9879617821703266,26,Muy Alto (>5)
WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.01249549441307221,0.5187032418952618,34.81586356688923,0.012136592087152145,2.0467653465426663,0.9952529772474371,27,Muy Alto (>5)
WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.01249549441307221,0.8387096774193549,34.81586356688923,0.012136592087152145,6.050642797068367,0.985966862750617,28,Muy Alto (>5)
BATHROOM METAL SIGN,KITCHEN METAL SIGN,0.01021266370299171,0.4218362282878412,32.35892099575762,0.00989705788584068,1.7070662041532358,0.9931405745823539,29,Muy Alto (>5)
KITCHEN METAL SIGN,BATHROOM METAL SIGN,0.01021266370299171,0.7834101382488479,32.35892099575762,0.00989705788584068,4.505243097185189,0.9818967893932179,30,Muy Alto (>5)
WOODEN HEART CHRISTMAS SCANDINAVIAN,"WOODEN TREE CHRISTMAS SCANDINAVIAN, WOODEN STAR CHRISTMAS SCANDINAVIAN",0.01021266370299171,0.39080459770114945,31.27564102564103,0.009886126392545573,1.6209979620011834,0.9940018941386931,31,Muy Alto (>5)
"WOODEN TREE CHRISTMAS SCANDINAVIAN, WOODEN STAR CHRISTMAS SCANDINAVIAN",WOODEN HEART CHRISTMAS SCANDINAVIAN,0.01021266370299171,0.8173076923076923,31.275641025641026,0.009886126392545573,5.330643682376673,0.9802752589051195,32,Muy Alto (>5)
BATHROOM METAL SIGN,TOILET METAL SIGN,0.013276462813889223,0.5483870967741935,31.155124958714083,0.012850322240500965,2.175310241842742,0.9919168800315792,33,Muy Alto (>5)
TOILET METAL SIGN,BATHROOM METAL SIGN,0.013276462813889223,0.7542662116040956,31.15512495871408,0.012850322240500965,3.9709231113247094,0.9852446573933188,34,Muy Alto (>5)
SET OF 3 WOODEN HEART DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION,0.01033281268773279,0.46486486486486484,31.07686964072506,0.010000320618641248,1.84073402534294,0.9898230809238313,35,Muy Alto (>5)
SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN HEART DECORATIONS,0.01033281268773279,0.6907630522088353,31.076869640725057,0.010000320618641248,3.161887493738989,0.9825187817964433,36,Muy Alto (>5)
SET OF 12 FAIRY CAKE BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES,0.010092514718250631,0.43410852713178294,29.737327335949214,0.009753125955964321,1.7413266422967217,0.9893740170279316,37,Muy Alto (>5)
SET OF 6 SNACK LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,0.010092514718250631,0.691358024691358,29.73732733594921,0.009753125955964321,3.164673795506428,0.9806884193657953,38,Muy Alto (>5)
FELTCRAFT PRINCESS CHARLOTTE DOLL,FELTCRAFT PRINCESS LOLA DOLL,0.012855941367295447,0.5846994535519126,29.14044043061418,0.012414769539508336,2.3595806168069458,0.9873935107579968,39,Muy Alto (>5)
FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL,0.012855941367295447,0.6407185628742516,29.14044043061418,0.012414769539508336,2.7221354479554654,0.985456495533361,40,Muy Alto (>5)
SET OF 12 FAIRY CAKE BAKING CASES,SET OF 12 MINI LOAF BAKING CASES,0.012135047458848972,0.5219638242894057,28.96203273040482,0.011716048986890566,2.0541910888420563,0.9884523971186711,41,Muy Alto (>5)
SET OF 12 MINI LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,0.012135047458848972,0.6733333333333332,28.962032730404818,0.011716048986890566,2.9900546064875537,0.9831914550809051,42,Muy Alto (>5)
WOODEN HEART CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.018022347711161842,0.6896551724137931,28.6284289276808,0.017392821454003664,3.144599303135889,0.9909660107334526,43,Muy Alto (>5)
WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.018022347711161842,0.7481296758104738,28.628428927680797,0.017392821454003664,3.8665436230034156,0.9888919667590028,44,Muy Alto (>5)
SET OF 12 FAIRY CAKE BAKING CASES,SET OF 6 TEA TIME BAKING CASES,0.010452961672473868,0.4496124031007752,28.349424477331457,0.010084243017150472,1.7880859589835059,0.9876885162806383,45,Muy Alto (>5)
SET OF 6 TEA TIME BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,0.010452961672473868,0.6590909090909092,28.349424477331457,0.010084243017150472,2.8651367695942977,0.9802727131123732,46,Muy Alto (>5)
WOODEN HEART CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.010993632103808723,0.42068965517241386,28.237096774193553,0.010604299156738328,1.7004728720756597,0.9904689287075866,47,Muy Alto (>5)
WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.010993632103808723,0.7379032258064516,28.23709677419355,0.010604299156738328,3.7156794425087107,0.9791737896864672,48,Muy Alto (>5)
CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT WHITE FAIRY,0.011354079058031959,0.49090909090909096,27.058518964479234,0.010934467065485844,1.9286486672044765,0.9858443401275945,49,Muy Alto (>5)
CHRISTMAS CRAFT WHITE FAIRY,CHRISTMAS CRAFT LITTLE FRIENDS,0.011354079058031959,0.6258278145695364,27.05851896447923,0.010934467065485844,2.6107534404608614,0.9808379108428056,50,Muy Alto (>5)
"JUMBO BAG VINTAGE LEAF, JUMBO BAG APPLES",JUMBO BAG PEARS,0.010392887180103328,0.667953667953668,26.223482916879142,0.009996567316222326,2.934916971463219,0.9770687394596944,51,Muy Alto (>5)
JUMBO BAG PEARS,"JUMBO BAG VINTAGE LEAF, JUMBO BAG APPLES",0.010392887180103328,0.4080188679245283,26.223482916879142,0.009996567316222326,1.6629595997842104,0.9870068692840592,52,Muy Alto (>5)
FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION OWL,0.011474228042773038,0.6221498371335505,26.21849668082299,0.011036589371782202,2.5837505748507463,0.9799317407455711,53,Muy Alto (>5)
FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION RABBIT,0.011474228042773038,0.4835443037974683,26.218496680822987,0.011036589371782202,1.90056405236611,0.9852381214720254,54,Muy Alto (>5)
CHRISTMAS CRAFT TREE TOP ANGEL,CHRISTMAS CRAFT LITTLE FRIENDS,0.011053706596179262,0.5714285714285714,24.70649350649351,0.010606305729954597,2.2793664143537984,0.978451972555746,55,Muy Alto (>5)
CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT TREE TOP ANGEL,0.011053706596179262,0.47792207792207797,24.70649350649351,0.010606305729954597,1.878370971048877,0.982242789496341,56,Muy Alto (>5)
"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",GREEN REGENCY TEACUP AND SAUCER,0.020485401898353958,0.8903394255874674,24.216650454785917,0.019639479712021807,8.783780459197978,0.9812840005460104,57,Muy Alto (>5)
GREEN REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0.020485401898353958,0.55718954248366,24.216650454785913,0.019639479712021807,2.2063423589900917,0.9952988462566899,58,Muy Alto (>5)
PINK REGENCY TEACUP AND SAUCER,"GREEN REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.013817133245224078,0.4665314401622718,24.1927799157046,0.013246006930126458,1.8383765450908174,0.9879244399344314,59,Muy Alto (>5)
"GREEN REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",PINK REGENCY TEACUP AND SAUCER,0.013817133245224078,0.7165109034267912,24.192779915704598,0.013246006930126458,3.423000344603132,0.9775156801384913,60,Muy Alto (>5)
"ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",PINK REGENCY TEACUP AND SAUCER,0.020485401898353958,0.7163865546218487,24.188581314878892,0.019638498079081475,3.421499548328817,0.9868784197229945,61,Muy Alto (>5)
PINK REGENCY TEACUP AND SAUCER,"ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",0.020485401898353958,0.691683569979716,24.188581314878892,0.019638498079081475,3.150673940949936,0.9879170461784696,62,Muy Alto (>5)
"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",GREEN REGENCY TEACUP AND SAUCER,0.013817133245224078,0.8679245283018868,23.60697989887779,0.013231834604550397,7.293060537924171,0.9731316504009152,63,Muy Alto (>5)
GREEN REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.013817133245224078,0.37581699346405223,23.606979898877785,0.013231834604550397,1.5765893163019526,0.9941916904838088,64,Muy Alto (>5)
GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.024270094917697944,0.6601307189542482,22.289119569396384,0.023181218578633322,2.8551661752881254,0.9915915066622042,65,Muy Alto (>5)
PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.024270094917697944,0.81947261663286,22.289119569396384,0.023181218578633322,5.3356692635947205,0.9842863999146771,66,Muy Alto (>5)
DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.018803316111978854,0.6702355460385439,22.048895058018974,0.017950515277175103,2.940287514960109,0.9822017141693754,67,Muy Alto (>5)
SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.018803316111978854,0.6185770750988141,22.04889505801897,0.017950515277175103,2.5482086906935577,0.9845750640363274,68,Muy Alto (>5)
RED DINER WALL CLOCK,IVORY DINER WALL CLOCK,0.010633185149585486,0.4707446808510638,21.94962453066333,0.010148749293531044,1.8489250288448127,0.9764982863333784,69,Muy Alto (>5)
IVORY DINER WALL CLOCK,RED DINER WALL CLOCK,0.010633185149585486,0.49579831932773105,21.94962453066333,0.010148749293531044,1.938533781889543,0.9753592681345734,70,Muy Alto (>5)
PINK REGENCY TEACUP AND SAUCER,"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.01351676078337138,0.45638945233265726,21.582553475935832,0.01289047896743879,1.8006526600447244,0.9827727907440654,71,Muy Alto (>5)
"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",PINK REGENCY TEACUP AND SAUCER,0.01351676078337138,0.6392045454545455,21.582553475935832,0.01289047896743879,2.6895662432439855,0.9742683741799981,72,Muy Alto (>5)
PINK FAIRY CAKE CHILDRENS APRON,CHILDRENS APRON SPACEBOY DESIGN,0.01003244022588009,0.46648044692737434,21.100634564002917,0.00955698342407399,1.8329086182048988,0.9735457866192957,73,Muy Alto (>5)
CHILDRENS APRON SPACEBOY DESIGN,PINK FAIRY CAKE CHILDRENS APRON,0.01003244022588009,0.453804347826087,21.100634564002913,0.00955698342407399,1.791470378493212,0.9741438611902623,74,Muy Alto (>5)
"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",ROSES REGENCY TEACUP AND SAUCER,0.01351676078337138,0.849056603773585,20.845717148104864,0.012868341701056421,6.355160398894635,0.9674297458437622,75,Muy Alto (>5)
ROSES REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.01351676078337138,0.33185840707964603,20.84571714810486,0.012868341701056421,1.472861845377009,0.9924515698062794,76,Muy Alto (>5)
"PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,0.020485401898353958,0.8440594059405941,20.723027833756827,0.01949686865588134,6.151505962631761,0.975417990575825,77,Muy Alto (>5)
ROSES REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",0.020485401898353958,0.5029498525073746,20.723027833756824,0.01949686865588134,1.9630411740231475,0.9921554986806459,78,Muy Alto (>5)
GREEN REGENCY TEACUP AND SAUCER,"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.01591974047819296,0.4330065359477124,20.47678067439097,0.015142287189449051,1.7263934079411207,0.9874690810329936,79,Muy Alto (>5)
"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",GREEN REGENCY TEACUP AND SAUCER,0.01591974047819296,0.7528409090909092,20.47678067439097,0.015142287189449051,3.8972242822479197,0.9717122404126071,80,Muy Alto (>5)
JUMBO BAG APPLES,"JUMBO BAG VINTAGE LEAF, JUMBO BAG PEARS",0.010392887180103328,0.2763578274760383,20.445566205182818,0.009884567328463866,1.3632196639064227,0.9882545661853318,81,Muy Alto (>5)
"JUMBO BAG VINTAGE LEAF, JUMBO BAG PEARS",JUMBO BAG APPLES,0.010392887180103328,0.7688888888888887,20.445566205182814,0.009884567328463866,4.164202072107873,0.9641214390286229,82,Muy Alto (>5)
"GREEN REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",ROSES REGENCY TEACUP AND SAUCER,0.01591974047819296,0.8255451713395638,20.268473336457788,0.01513429698603031,5.498669779097509,0.9693552544135918,83,Muy Alto (>5)
ROSES REGENCY TEACUP AND SAUCER,"GREEN REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.01591974047819296,0.3908554572271386,20.268473336457784,0.01513429698603031,1.6099891225894927,0.9910273376942565,84,Muy Alto (>5)
STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,0.011053706596179262,0.41628959276018096,19.74232638486032,0.010493807707836703,1.6770539655218983,0.9752429620168933,85,Muy Alto (>5)
SWEETHEART CERAMIC TRINKET BOX,STRAWBERRY CERAMIC TRINKET BOX,0.011053706596179262,0.5242165242165242,19.74232638486032,0.010493807707836703,2.045987563500897,0.9697966834318342,86,Muy Alto (>5)
JUMBO BAG VINTAGE CHRISTMAS,JUMBO BAG 50'S CHRISTMAS,0.014177580199447315,0.6430517711171663,19.713148769827534,0.013458386103923256,2.710139657144325,0.9706731975582559,87,Muy Alto (>5)
JUMBO BAG 50'S CHRISTMAS,JUMBO BAG VINTAGE CHRISTMAS,0.014177580199447315,0.43462246777163904,19.71314876982753,0.013458386103923256,1.7297338602146792,0.9812823065919919,88,Muy Alto (>5)
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER RED RETROSPOT,0.010573110657214946,0.3826086956521739,19.536516404374503,0.010031913319963589,1.5879972856482885,0.9757787313390923,89,Muy Alto (>5)
HAND WARMER RED RETROSPOT,HAND WARMER SCOTTY DOG DESIGN,0.010573110657214946,0.5398773006134969,19.5365164043745,0.010031913319963589,2.113274860827426,0.9677668226381462,90,Muy Alto (>5)
PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN SPACEBOY,0.010633185149585486,0.47200000000000003,19.447801980198022,0.010086430037598418,1.8479733050801175,0.9704423696521522,91,Muy Alto (>5)
PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN WOODLAND ANIMALS,0.010633185149585486,0.4381188118811882,19.447801980198022,0.010086430037598418,1.7396419136822172,0.972175089066012,92,Muy Alto (>5)
GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.028595458368376788,0.7777777777777778,19.095706325794822,0.027097977317898467,4.316712723777484,0.983802277303587,93,Muy Alto (>5)
ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.028595458368376788,0.7020648967551623,19.095706325794822,0.027097977317898467,3.2330343090779103,0.9878685943315203,94,Muy Alto (>5)
PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.023008530577916617,0.7768762677484787,19.07357279194864,0.021802226398364634,4.299271460247071,0.9764919303804884,95,Muy Alto (>5)
ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.023008530577916617,0.5648967551622418,19.073572791948635,0.021802226398364634,2.230236815685348,0.9878052449546613,96,Muy Alto (>5)
HAND WARMER RED LOVE HEART,HAND WARMER UNION JACK,0.010813408626697104,0.5,19.00228310502283,0.010244350236874524,1.9473747446834073,0.968316345327275,97,Muy Alto (>5)
HAND WARMER UNION JACK,HAND WARMER RED LOVE HEART,0.010813408626697104,0.410958904109589,19.00228310502283,0.010244350236874524,1.660959124197726,0.9729763079960514,98,Muy Alto (>5)
IVORY KITCHEN SCALES,RED KITCHEN SCALES,0.012555568905442748,0.4074074074074074,18.996368917937545,0.01189462317630464,1.6513088730025234,0.9774826301820663,99,Muy Alto (>5)
RED KITCHEN SCALES,IVORY KITCHEN SCALES,0.012555568905442748,0.5854341736694677,18.99636891793754,0.01189462317630464,2.337823631032209,0.9681212642106497,100,Muy Alto (>5)
RED  HARMONICA IN BOX,BLUE HARMONICA IN BOX,0.01345668629100084,0.48908296943231444,18.933197928303038,0.012745940734863988,1.906704826805752,0.9739809470860249,101,Muy Alto (>5)
BLUE HARMONICA IN BOX,RED  HARMONICA IN BOX,0.01345668629100084,0.5209302325581395,18.933197928303034,0.012745940734863988,2.029946259575466,0.9722991842272183,102,Muy Alto (>5)
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER BIRD DESIGN,0.014237654691817854,0.5152173913043478,18.684768400113672,0.013475662121884193,2.005900769869436,0.9733790883510832,103,Muy Alto (>5)
HAND WARMER BIRD DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.014237654691817854,0.5163398692810457,18.68476840011367,0.013475662121884193,2.0104318544183974,0.9733189549669878,104,Muy Alto (>5)
LUNCH BAG DOILEY PATTERN,JUMBO BAG DOILEY PATTERNS,0.01129400456566142,0.4552058111380145,18.39164061214415,0.01067992098259032,1.790124287449771,0.9696861266319855,105,Muy Alto (>5)
JUMBO BAG DOILEY PATTERNS,LUNCH BAG DOILEY PATTERN,0.01129400456566142,0.4563106796116505,18.39164061214415,0.01067992098259032,1.7936516280187433,0.9696263948267229,106,Muy Alto (>5)
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER OWL DESIGN,0.016700708879009974,0.6043478260869566,18.357616629641385,0.01579096611577763,2.4442660547430464,0.9723982089504476,107,Muy Alto (>5)
HAND WARMER OWL DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.016700708879009974,0.5072992700729927,18.357616629641385,0.01579096611577763,1.9735423035675348,0.977713840854264,108,Muy Alto (>5)
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.01682085786375105,0.4582651391162029,18.205922448038937,0.01589693555705338,1.799457369434171,0.9810840126508976,109,Muy Alto (>5)
CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,0.01682085786375105,0.6682577565632457,18.205922448038933,0.01589693555705338,2.903743807789284,0.9694756974707057,110,Muy Alto (>5)
WOODLAND CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,0.010933557611438183,0.47643979057591623,17.90252088922506,0.010322830346876312,1.8591691697705155,0.9663174380955986,111,Muy Alto (>5)
STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,0.010933557611438183,0.4108352144469526,17.90252088922506,0.010322830346876312,1.6583671799007782,0.9699553671040434,112,Muy Alto (>5)
HAND WARMER RED LOVE HEART,HAND WARMER SCOTTY DOG DESIGN,0.010633185149585486,0.4916666666666667,17.791920289855074,0.010035543918264968,1.9128506232974791,0.9646571766953836,113,Muy Alto (>5)
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER RED LOVE HEART,0.010633185149585486,0.3847826086956522,17.791920289855074,0.010035543918264968,1.5902885655951897,0.9706170010911293,114,Muy Alto (>5)
JUMBO BAG APPLES,JUMBO BAG PEARS,0.01676078337138051,0.44568690095846647,17.497415456025077,0.015802882850957704,1.758082962354588,0.9796916041328269,115,Muy Alto (>5)
JUMBO BAG PEARS,JUMBO BAG APPLES,0.01676078337138051,0.6580188679245282,17.497415456025074,0.015802882850957704,2.814170951289944,0.9674922634821777,116,Muy Alto (>5)
SET OF 3 HEART COOKIE CUTTERS,SET OF 3 BUTTERFLY COOKIE CUTTERS,0.013156313829148144,0.4659574468085107,17.313231382978728,0.01239641444710196,1.8221144019380848,0.9696178791286715,117,Muy Alto (>5)
SET OF 3 BUTTERFLY COOKIE CUTTERS,SET OF 3 HEART COOKIE CUTTERS,0.013156313829148144,0.4888392857142857,17.313231382978724,0.01239641444710196,1.9010948248316997,0.9683009515239777,118,Muy Alto (>5)
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.011534302535143579,0.4334085778781039,17.218422881524862,0.01086442105909273,1.7205145535842932,0.9676754176181366,119,Muy Alto (>5)
CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG,0.011534302535143579,0.45823389021479716,17.21842288152486,0.01086442105909273,1.7966923037429847,0.9662442097532918,120,Muy Alto (>5)
CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,0.012014898474107893,0.3937007874015747,17.155872531640348,0.01131456111429428,1.6115005984043589,0.9713545668608253,121,Muy Alto (>5)
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.012014898474107893,0.5235602094240837,17.155872531640348,0.01131456111429428,2.0348471665304535,0.9638293162813576,122,Muy Alto (>5)
HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN,0.015559293523969722,0.4726277372262773,17.140220727382598,0.01465152846239658,1.8439077605019147,0.973713130627033,123,Muy Alto (>5)
HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN,0.015559293523969722,0.5642701525054467,17.140220727382598,0.01465152846239658,2.2194467139252674,0.96835942279817,124,Muy Alto (>5)
